,SMILES
2613,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1.Cl
2614,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1
2615,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
2616,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4C[C@H]3C[C@@H]12
2617,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
2618,COc1c2occc2c(OC)c2c(=O)cc(C)oc12
2619,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1
2620,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O
2621,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21
2622,O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1
2623,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1
2624,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12
2625,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O
2626,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21
2627,N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
2628,NCCS
2629,Cc1ccc(S(=O)(=O)N([Na])Cl)cc1
2630,NC(=O)c1ccccc1O
2631,CCCCC(CC)COC(=O)c1ccccc1O
2632,CC(C)(C)NCC(O)c1ccccc1Cl.Cl
2633,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1
2634,COc1cc(CNC(=O)CCCC/C=C\C(C)C)ccc1O
2635,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1
2636,O=[N+]([O-])c1cncn1CCN1CCOCC1
2637,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O
2638,*.C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1.Cl
2639,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc(=O)c2c([nH]1)c(CCC)nn2C
2640,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2
2641,O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21
2642,O=C(O)c1ccc(S(=O)(=O)N(Cl)Cl)cc1
2643,CCCC(=O)OC[C@@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@H](Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC
2644,OCC(O)COc1ccc(Cl)cc1
2645,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1
2646,CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12
2647,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1
2648,C=CCC(C(=O)NC(N)=O)C(C)C
2649,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1.CS(=O)(=O)O
2650,COC(=O)c1cc(OC)c2c(c1-c1c(CO)cc(OC)c3c1OCO3)OCO2
2651,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O
2652,COc1cc(N)c(Cl)cc1C(=O)NC1CC[NH+](Cc2ccccc2)CC1.O=C(O)CC(O)C(=O)[O-]
2653,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C
2654,CC(=O)OC(C)OC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1
2655,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1
2656,O=C([O-])CCSC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CSCCC(=O)[O-])O[C@H](O[C@@H]4[C@@H](CSCCC(=O)[O-])O[C@H](O[C@@H]5[C@@H](CSCCC(=O)[O-])O[C@H](O[C@@H]6[C@@H](CSCCC(=O)[O-])O[C@H](O[C@@H]7[C@@H](CSCCC(=O)[O-])O[C@H](O[C@@H]8[C@@H](CSCCC(=O)[O-])O[C@H](O[C@@H]9[C@@H](CSCCC(=O)[O-])O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
2657,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1
2658,COS(=O)(=O)[O-].COc1cc(N)cn[n+]1-c1ccccc1
2659,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1
2660,O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
2661,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21
2662,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1
2663,Cc1cc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)ccc1C(=O)NCC(=O)NCC(F)(F)F
2664,CCOC(=O)c1c(N)sc2c1CCN(Cc1ccccc1)C2.Cl
2665,COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC.[Br-]
2666,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
2667,CC(C)CCCC(C)N.Cl
2668,Cl.O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1
2669,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)([O-])[O-].[Na+].[Na+]
2670,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1
2671,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1
2672,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F
2673,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O
2674,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O
2675,Nc1ccncc1N
2676,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1.Cl
2677,COC(=O)OCOc1c2n(ccc1=O)N([C@@H]1c3ccccc3SCc3c1ccc(F)c3F)[C@@H]1COCCN1C2=O
2678,CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O
2679,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF
2680,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O
2681,Cl.Cl.NCCNCCNCCN
2682,CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C
2683,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12
2684,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
2685,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.[Na+].[Na+].[Na+].[Na+]
2686,Oc1ccc(C2COc3cc(O)ccc3C2)cc1
2687,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O
2688,C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N
2689,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cc1ccc(S(=O)(=O)O)cc1
2690,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1
2691,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O
2692,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
2693,CC12CCC(C1)C(C)(C)C2=O
2694,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.O=C(O)CCC(=O)O
2695,CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1.[Ca+2]
2696,CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C
2697,Cl.Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1
2698,C#C[C@]1(OC(=O)CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
2699,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)[O-])[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12.[Na+]
2700,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1
2701,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O
2702,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CCNC(C)C.Cl
2703,Nc1ncc2ncn(CC3(OCP(=O)(O)O)CC3)c2n1
2704,O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1
2705,Cl.Fc1ccc(-n2cc(CCCCN3CCC4(CC3)OCc3ccccc34)c3ccccc32)cc1
2706,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1
2707,N#Cc1ccc(C2CCCc3cncn32)cc1
2708,CCC1=C[C@@H]2[C@H](C1)C[C@]2(CN)CC(=O)O
2709,CC(=O)O.CC(N)C(=O)NCC(=O)NC1CSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)O)NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC1=O
2710,CC(=O)O.CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O
2711,*.*O[C@H]1O[C@@H](C(=O)[O-])[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](*)[C@H]2NC(C)=O)[C@@H](O)[C@@H]1O.[Na+]
2712,NCCOB(c1ccccc1)c1ccccc1
2713,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F
2714,O=c1c2ccccc2[se]n1-c1ccccc1
2715,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CS[C@H](c2cccs2)CN(CC(=O)O)C1=O
2716,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1
2717,Nc1n[n+]([O-])c2ccccc2[n+]1[O-]
2718,CCCCCCCCCCCCCC(=O)OC(C)C
2719,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-].[Na+].[Na+]
2720,FCOC(C(F)(F)F)C(F)(F)F
2721,CCOc1ccc2[nH]c(SCCN3CCOCC3)nc2c1.Cl
2722,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1
2723,c1cnc2c(c1)ccc1cccnc12
2724,O=S(=O)(O)CCN1CCN(CCO)CC1
2725,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1
2726,O.O.O.O.O.O.O.O.O.O=C([O-])[C@@H]1O[Sb]2([O-])(O[Sb]34(O)O[C@H]([C@H](C(=O)[O-])O3)[C@@H]([C@H](O)CO)O4)O[C@H]1[C@@H]([C@H](O)CO)O2.[Na+].[Na+].[Na+]
2727,COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)C(C)C)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)C2
2728,O[C@@H](CS)[C@@H](O)CS
2729,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O
2730,O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O
2731,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21
2732,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O[Na])c3C[C@H]2C[C@H]1O
2733,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
2734,O=C(O)[C@@H]1CCCN1.OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
2735,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O
2736,C[C@@H](N)C(=O)O
2737,CCOc1ccc(Nc2ccc(/C(=C3/C=C/C(=[N+](/CC)Cc4cccc(S(=O)(=O)[O-])c4)C=C3C)c3ccc(N(CC)Cc4cccc(S(=O)(=O)[O-])c4)cc3C)cc2)cc1.[Na+]
2738,C[n+]1cccc(C(=O)[O-])c1
2739,Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65
2740,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@@](OC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)O)C[C@@H](O)[C@@H]1O
2741,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O
2742,C[N+]1([O-])CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
2743,COC(=O)/C=C/C(=O)O
2744,CCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
2745,CCCCCCCCCC(=O)O
2746,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc(F)c([C@H]3CC[C@H](c4cc5[nH]c([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)nc5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)cc2[nH]1)[C@@H](C)OC
2747,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
2748,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
2749,Nc1ncnc2[nH]cnc12
2750,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O
2751,C=CC1=C(C)C2=N/C1=C\c1c(C)c(C=C)c3n1[Fe](Cl)n1/c(c(C)c(CCC(=O)O)/c1=C/C1=N/C(=C\3)C(C)=C1CCC(=O)O)=C\2
2752,c1ccc2[nH]ccc2c1
2753,Clc1ccccc1CN1CCc2sccc2C1
2754,O=C(O)c1cccc(O)c1
2755,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
2756,OC[C@H]1O[C@@H](n2cnc3c2NC=NC[C@H]3O)C[C@@H]1O
2757,CC(=O)O.CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O
2758,O=C(c1ccc2nccnc2c1)N1CCCCC1
2759,O=C1CC[C@H](NC(=O)Cc2ccccc2)C(=O)N1
2760,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1
2761,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1
2762,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2]
2763,O=C(O)C(O)C(O)C(=O)O
2764,CC1CCC(C(C)C)C(=O)C1
2765,O=C(O)CC(=O)O
2766,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C.[Na+]
2767,O=C(O)/C=C\C(=O)O
2768,c1cn[nH]c1
2769,Cl.N[C@@H](Cc1cnc[nH]1)C(=O)O.O
2770,O=CC[C@H](O)[C@H](O)CO
2771,Cc1ncc(CO)c(C=O)c1O.Cl
2772,O=C(O)[C@@H](O)[C@H](O)C(=O)O
2773,O=C1C=CC(=O)N1
2774,C/C=C/C=C/C(=O)[O-].[K+]
2775,CC(=O)C(=O)O
2776,O=C(O)CCCC(=O)O
2777,COc1ccc(C=CC(=O)OCCC(C)C)cc1
2778,c1cncc(C2=NCCC2)c1
2779,CCCC(C)C(=O)O
2780,Cl.N[C@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
2781,CCCCCC/C=C\CCCCCCCC(=O)O
2782,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
2783,CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
2784,CC(=O)[O-].CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1
2785,N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1
2786,Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O.[Na+].[Na+].[Na+].[Na+]
2787,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(C[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC.[Cl-]
2788,CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O
2789,*
2790,CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O
2791,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1.O=C(O)/C=C\C(=O)O
2792,O=C(O)CNC(=O)c1c(O)cc(CCc2ccccc2)n2ncnc12
2793,CCO[C@@H](Cc1ccc(OCCn2c(C)ccc2-c2ccc(SC)cc2)cc1)C(=O)O
2794,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCn2nc(C(F)(F)F)nc2C1
2795,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
2796,Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
2797,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
2798,CC(C)NC[C@H](O)COc1cccc2ccccc12.Cl
2799,CC[C@@H](C)[C@H](NC(=O)CN)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)C(=O)[C@@H](NC(=O)[C@H](CCCCN)NN[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(N)=O)[C@H](C)CC)[C@H](C)CC)[C@H](C)O)[C@H](C)O)C(C)C)C(C)C
2800,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12.Cl
2801,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O.O
2802,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O
2803,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1
2804,CN[C@H]1[C@@H](O)[C@@H](NC)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12.Cl.Cl.O.O.O.O.O
2805,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12.Cl
2806,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12
2807,Cl.c1cnc2cc3c(cc2n1)C1CNCC3C1
2808,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]
2809,CCCCCCCC(=O)OCC(O)CO
2810,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
2811,O=S(=O)(O)c1ccc2nc(-c3ccccc3)[nH]c2c1
2812,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1
2813,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1.CS(=O)(=O)O.CS(=O)(=O)O
2814,CC(C)NNC(=O)c1ccncc1.O=P(O)(O)O
2815,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O
2816,NC(=O)c1ccc(N)nc1
2817,O=S1(=O)OC(c2ccc([O-])cc2)(c2ccc(O)cc2)c2ccccc21.[Na+]
2818,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1
2819,CSCC[C@@H](N)C(=O)O
2820,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F
2821,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
2822,O=C(O)c1cccc(Oc2ccccc2)c1
2823,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1.O=C(O)/C=C/C(=O)O
2824,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O.C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O.O.O.O
2825,NS(=O)(=O)c1cc(C(=O)[O-])c(NCc2ccco2)cc1Cl.[Na+]
2826,C[C@@H](CCC(=O)NCC(=O)NCCS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O.[Na+]
2827,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br
2828,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C
2829,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1
2830,C[N+](C)(C)CC(O)CC(=O)[O-]
2831,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1
2832,O=C(CCCl)NCc1ccccc1
2833,N=C(N)N/N=C/c1c(Cl)cccc1Cl
2834,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
2835,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2
2836,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
2837,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
2838,CCOC(=O)c1cncn1[C@H](C)c1ccccc1.Cl
